EPI_ISL_501619;1209,1237;
EPI_ISL_623272;764,1104;1102,764;
EPI_ISL_440299;437,440;435,437;
EPI_ISL_440300;437,440;435,437;
EPI_ISL_566320;288,246;246,290;
EPI_ISL_440302;437,440;435,437;
EPI_ISL_566323;288,246;246,290;
EPI_ISL_623278;288,246;246,290;
EPI_ISL_440305;437,440;435,437;
EPI_ISL_566324;288,246;246,290;
EPI_ISL_440307;437,440;435,437;
EPI_ISL_566326;721,1309;1307,721;
EPI_ISL_440308;437,440;435,437;
EPI_ISL_566328;288,246;246,290;
EPI_ISL_440310;437,440;435,437;
EPI_ISL_623283;288,246;246,290;
EPI_ISL_440311;437,440;435,437;
EPI_ISL_566331;242,312;310,242;
EPI_ISL_440314;437,440;435,437;
EPI_ISL_566332;1201,1264;
EPI_ISL_566333;2041,1921;1921,2043;
EPI_ISL_440316;437,440;435,437;
EPI_ISL_440318;437,440;435,437;
EPI_ISL_440320;437,440;435,437;
EPI_ISL_623291;1999,1845;1845,1961;556,512;512,558;
EPI_ISL_440321;437,440;435,437;
EPI_ISL_507704;1041,1143;1141,1041;
EPI_ISL_440322;1988,1848;1848,1860;
EPI_ISL_566340;288,246;246,290;
EPI_ISL_440324;1837,2072;2070,1837;437,440;435,437;
EPI_ISL_440326;437,440;435,437;
EPI_ISL_440327;437,440;435,437;
EPI_ISL_623297;1123,982;134,101;982,1125;101,136;
EPI_ISL_440329;437,440;435,437;
EPI_ISL_440330;437,440;435,437;
EPI_ISL_440331;437,440;435,437;
EPI_ISL_440332;2080,2103;
EPI_ISL_566348;285,213;213,287;
EPI_ISL_440334;437,440;435,437;
EPI_ISL_566350;288,246;246,290;
EPI_ISL_440336;437,440;435,437;
EPI_ISL_623305;1988,1848;1848,1860;
EPI_ISL_440340;2069,1831;437,440;1831,2071;435,437;
EPI_ISL_566357;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_623308;288,246;246,290;
EPI_ISL_566359;1178,827;1566,1569;827,1180;1565,1566;160,107;107,162;
EPI_ISL_440344;437,440;435,437;
EPI_ISL_566360;1221,927;927,1223;
EPI_ISL_440345;437,440;435,437;
EPI_ISL_566362;2041,1921;1921,2043;
EPI_ISL_440347;437,440;435,437;
EPI_ISL_440348;437,440;435,437;
EPI_ISL_566365;295,235;2092,2111;235,216;
EPI_ISL_623317;1547,1517;1517,1549;
EPI_ISL_440354;1003,1384;1382,1003;437,440;435,437;
EPI_ISL_623320;610,1112;1110,610;
EPI_ISL_566371;288,246;246,290;
EPI_ISL_440358;437,440;435,437;
EPI_ISL_566373;1159,714;714,1161;
EPI_ISL_623322;1547,1517;1517,1549;
EPI_ISL_440359;437,440;435,437;
EPI_ISL_623323;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_440360;437,440;435,437;
EPI_ISL_440361;1760,1764;1759,1760;437,440;435,437;
EPI_ISL_566375;1988,1848;1848,1860;
EPI_ISL_440363;437,440;435,437;
EPI_ISL_566377;288,246;246,290;
EPI_ISL_440364;437,440;435,437;
EPI_ISL_440365;437,440;435,437;
EPI_ISL_440366;437,440;435,437;
EPI_ISL_566379;288,246;246,290;
EPI_ISL_440370;437,440;435,437;
EPI_ISL_623331;285,213;213,287;
EPI_ISL_566383;1988,1848;1848,1860;
EPI_ISL_440371;78,132;437,440;435,437;130,78;
EPI_ISL_566385;288,246;246,290;
EPI_ISL_440373;437,440;435,437;
EPI_ISL_566386;285,213;213,287;
EPI_ISL_623334;285,213;213,287;
EPI_ISL_440376;437,440;435,437;
EPI_ISL_566391;288,246;246,290;
EPI_ISL_623338;285,213;213,287;
EPI_ISL_623341;1852,2049;2047,1852;
EPI_ISL_623342;1190,936;936,1192;
EPI_ISL_440385;437,440;435,437;
EPI_ISL_507760;1997,2076;1963,1997;
EPI_ISL_566398;285,213;2051,1910;1910,2053;213,287;
EPI_ISL_440387;437,440;435,437;
EPI_ISL_623345;288,246;246,290;
EPI_ISL_566400;2057,1915;1915,2059;
EPI_ISL_566401;288,246;246,290;
EPI_ISL_623349;764,1104;1102,764;
EPI_ISL_440393;437,440;435,437;
EPI_ISL_440394;437,440;435,437;
EPI_ISL_440395;437,440;435,437;
EPI_ISL_440396;437,440;435,437;
EPI_ISL_566406;288,246;246,290;
EPI_ISL_566408;2045,2022;2022,2047;
EPI_ISL_623354;285,213;213,287;
EPI_ISL_507773;631,1365;1363,631;
EPI_ISL_440401;437,440;435,437;
EPI_ISL_507774;1323,790;790,1325;
EPI_ISL_440402;437,440;435,437;
EPI_ISL_566413;1159,714;714,1161;
EPI_ISL_440406;437,440;435,437;
EPI_ISL_440408;1230,1235;437,440;435,437;
EPI_ISL_566415;1159,714;714,1161;
EPI_ISL_566416;288,246;246,290;
EPI_ISL_566417;285,213;213,287;
EPI_ISL_507783;1323,790;790,1325;
EPI_ISL_507784;1323,790;790,1325;
EPI_ISL_440412;437,440;435,437;
EPI_ISL_623362;1988,1848;1848,1860;
EPI_ISL_507785;1323,790;790,1325;
EPI_ISL_440414;437,440;435,437;
EPI_ISL_566420;2041,1921;1921,2043;
EPI_ISL_440415;437,440;435,437;
EPI_ISL_507787;1997,2076;1963,1997;
EPI_ISL_507788;114,145;143,114;
EPI_ISL_566422;50,169;167,50;
EPI_ISL_440417;437,440;435,437;
EPI_ISL_440419;437,440;435,437;
EPI_ISL_623368;288,246;246,290;
EPI_ISL_440420;437,440;435,437;
EPI_ISL_440421;437,440;435,437;
EPI_ISL_440422;437,440;435,437;
EPI_ISL_566427;288,246;246,290;
EPI_ISL_440424;437,440;435,437;
EPI_ISL_566429;1760,1764;1759,1760;1253,922;922,1255;
EPI_ISL_623371;1988,1848;1848,1860;
EPI_ISL_623372;285,213;1979,2084;2083,1979;213,287;
EPI_ISL_440428;437,440;435,437;
EPI_ISL_623375;173,51;51,108;
EPI_ISL_623376;285,213;213,287;
EPI_ISL_440431;437,440;435,437;
EPI_ISL_566435;1159,714;714,1161;
EPI_ISL_623378;285,213;213,287;
EPI_ISL_566436;1988,1848;1848,1860;
EPI_ISL_440433;437,440;435,437;
EPI_ISL_623379;1600,1606;1604,1600;
EPI_ISL_440435;437,440;435,437;
EPI_ISL_566438;1990,2096;1374,1042;1042,1375;2094,1990;
EPI_ISL_623381;764,1104;1102,764;
EPI_ISL_566442;50,169;167,50;
EPI_ISL_623384;1547,1522;1522,1549;
EPI_ISL_566444;1988,1848;1848,1860;
EPI_ISL_440445;1232,603;603,1234;
EPI_ISL_566447;679,1300;1298,679;
EPI_ISL_623391;764,1104;1102,764;
EPI_ISL_440451;437,440;435,437;
EPI_ISL_566452;1228,643;295,235;643,1230;235,216;
EPI_ISL_440453;437,440;435,437;
EPI_ISL_440455;437,440;435,437;
EPI_ISL_440456;437,440;435,437;
EPI_ISL_623396;1228,643;295,235;643,1230;235,216;
EPI_ISL_440458;437,440;435,437;
EPI_ISL_440459;437,440;435,437;
EPI_ISL_440463;437,440;435,437;
EPI_ISL_623401;139,63;63,141;
EPI_ISL_440466;437,440;435,437;
EPI_ISL_440467;437,440;435,437;
EPI_ISL_566466;643,1230;1228,643;
EPI_ISL_440468;437,440;435,437;
EPI_ISL_440469;437,440;435,437;
EPI_ISL_623405;288,246;246,290;
EPI_ISL_440470;437,440;435,437;
EPI_ISL_623406;2090,1865;360,327;327,362;1865,1866;
EPI_ISL_507836;222,291;289,222;
EPI_ISL_440471;437,440;435,437;
EPI_ISL_440474;437,440;435,437;
EPI_ISL_566472;1988,1848;1848,1860;
EPI_ISL_623410;679,1300;1298,679;
EPI_ISL_440476;162,85;85,164;
EPI_ISL_623411;285,213;213,287;
EPI_ISL_440477;437,440;435,437;
EPI_ISL_440479;437,440;435,437;
EPI_ISL_440480;437,440;435,437;
EPI_ISL_566478;1988,1848;1848,1860;
EPI_ISL_623414;428,422;857,1254;422,430;1252,857;
EPI_ISL_440485;437,440;435,437;
EPI_ISL_566482;643,1230;1228,643;
EPI_ISL_566483;288,246;246,290;
EPI_ISL_440487;437,440;435,437;
EPI_ISL_566484;1425,1427;1423,1425;
EPI_ISL_623421;288,246;246,290;
EPI_ISL_440497;437,440;435,437;
EPI_ISL_440498;437,440;435,437;
EPI_ISL_566492;764,1104;1102,764;
EPI_ISL_440499;437,440;435,437;
EPI_ISL_623427;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_440501;2038,1836;1836,2040;
EPI_ISL_623429;285,213;213,287;
EPI_ISL_566494;288,246;246,290;
EPI_ISL_440502;437,440;435,437;
EPI_ISL_566499;50,169;162,85;85,164;1988,1848;1848,1860;167,50;
EPI_ISL_566501;150,34;34,152;1898,2106;2079,1898;
EPI_ISL_507870;1902,1841;1841,1982;
EPI_ISL_440510;437,440;435,437;
EPI_ISL_623436;376,379;1547,1522;1522,1549;375,376;
EPI_ISL_440514;437,440;435,437;
EPI_ISL_440515;2038,1836;1836,2040;
EPI_ISL_440516;437,440;435,437;
EPI_ISL_623440;288,246;246,290;
EPI_ISL_440517;437,440;435,437;
EPI_ISL_623441;1852,2049;2047,1852;
EPI_ISL_440518;437,440;435,437;
EPI_ISL_623442;2041,1921;1921,2043;
EPI_ISL_566510;1547,1522;1522,1549;
EPI_ISL_623444;887,1180;1178,887;
EPI_ISL_566512;1228,643;295,235;643,1230;235,216;
EPI_ISL_440524;1690,1662;1662,1665;
EPI_ISL_623446;1173,595;595,1175;
EPI_ISL_566514;146,74;74,148;784,785;1401,784;1150,966;860,697;786,860;966,1152;785,786;
EPI_ISL_440529;437,440;435,437;
EPI_ISL_566517;1990,2096;1374,1042;1042,1375;2094,1990;
EPI_ISL_440531;437,440;435,437;
EPI_ISL_440534;1607,1603;1603,1609;
EPI_ISL_623454;1924,1860;1988,1924;
EPI_ISL_623457;1852,2049;2047,1852;
EPI_ISL_440540;2041,1921;437,440;435,437;1921,2043;
EPI_ISL_623461;285,213;213,287;
EPI_ISL_623463;1533,1539;1504,1533;
EPI_ISL_566531;643,1230;1228,643;
EPI_ISL_623464;1481,1497;1480,1481;
EPI_ISL_623465;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_440549;1870,2074;437,440;1869,1870;435,437;
EPI_ISL_440550;437,440;435,437;
EPI_ISL_440551;1622,1623;1623,1628;
EPI_ISL_623468;2090,2099;
EPI_ISL_623469;285,213;213,287;
EPI_ISL_507912;1902,1841;1841,1982;
EPI_ISL_440556;1450,1451;1448,1449;1451,1461;1449,1450;
EPI_ISL_623472;53,135;341,353;133,53;351,341;1988,1848;1848,1860;
EPI_ISL_566541;679,1300;1298,679;
EPI_ISL_440558;437,440;435,437;
EPI_ISL_623475;285,213;213,287;
EPI_ISL_440562;437,440;435,437;
EPI_ISL_566545;2057,1915;1915,2059;
EPI_ISL_623480;1547,1517;1517,1549;
EPI_ISL_440568;437,440;435,437;
EPI_ISL_440571;437,440;435,437;
EPI_ISL_623486;285,213;213,287;
EPI_ISL_566554;150,34;34,152;1898,2106;2079,1898;
EPI_ISL_566555;1990,2096;1159,714;714,1161;2094,1990;
EPI_ISL_507929;1902,1841;1841,1982;
EPI_ISL_566556;721,1309;1307,721;
EPI_ISL_440579;137,10;10,110;
EPI_ISL_623491;1600,1606;1604,1600;
EPI_ISL_507934;1547,1517;1517,1549;
EPI_ISL_566561;1228,643;295,235;643,1230;235,216;
EPI_ISL_623493;1323,1049;2041,1921;643,1230;235,216;1921,2043;295,235;1228,643;1049,1325;
EPI_ISL_440583;437,440;435,437;
EPI_ISL_507937;1547,1517;1517,1549;
EPI_ISL_507938;1547,1517;1517,1549;
EPI_ISL_507939;1547,1517;1517,1549;
EPI_ISL_507940;1547,1517;1517,1549;
EPI_ISL_507941;1547,1517;1517,1549;
EPI_ISL_507942;1547,1517;1517,1549;
EPI_ISL_440590;1923,1999;1860,1923;
EPI_ISL_507943;1547,1517;1517,1549;
EPI_ISL_566568;146,74;74,148;784,785;1401,784;860,697;786,860;785,786;
EPI_ISL_507944;1547,1517;1517,1549;
EPI_ISL_440592;129,11;437,440;435,437;11,131;
EPI_ISL_507945;1547,1517;1517,1549;
EPI_ISL_566571;679,1300;1298,679;
EPI_ISL_507947;1547,1517;1517,1549;
EPI_ISL_507948;1547,1517;1517,1549;
EPI_ISL_440597;437,440;435,437;
EPI_ISL_440598;423,431;429,423;
EPI_ISL_623505;1988,1848;1848,1860;
EPI_ISL_440599;437,440;435,437;
EPI_ISL_566576;1022,1329;1327,1022;
EPI_ISL_507953;1547,1517;1517,1549;
EPI_ISL_440601;437,440;435,437;
EPI_ISL_507954;1547,1517;1517,1549;
EPI_ISL_566578;1228,643;295,235;643,1230;235,216;
EPI_ISL_623508;359,334;334,361;
EPI_ISL_507956;1547,1517;1517,1549;
EPI_ISL_623509;12,132;130,12;
EPI_ISL_440604;457,570;568,457;437,440;435,437;
EPI_ISL_566584;667,668;668,1252;
EPI_ISL_623513;1178,827;827,1180;
EPI_ISL_566585;679,1300;1298,679;
EPI_ISL_440611;437,440;435,437;
EPI_ISL_623516;351,341;341,353;
EPI_ISL_566587;679,1300;1298,679;
EPI_ISL_440614;437,440;435,437;
EPI_ISL_440619;437,440;435,437;
EPI_ISL_566594;1228,643;295,235;643,1230;235,216;
EPI_ISL_623525;610,1112;1110,610;
EPI_ISL_507975;437,440;435,437;
EPI_ISL_623526;889,1069;595,1175;1173,595;1156,889;
EPI_ISL_566599;1987,1988;2082,1987;
EPI_ISL_566603;1686,1649;1481,1497;1480,1481;1649,1688;
EPI_ISL_507982;1908,2065;2063,1908;
EPI_ISL_623532;360,327;327,362;
EPI_ISL_566605;679,1300;1298,679;
EPI_ISL_440635;2090,1865;1865,1866;
EPI_ISL_566606;1448,1454;1454,1457;
EPI_ISL_623535;1228,643;295,235;643,1230;235,216;
EPI_ISL_566608;679,1300;1298,679;
EPI_ISL_507987;39,143;141,39;
EPI_ISL_566610;288,246;246,290;
EPI_ISL_623538;1173,980;980,1175;1860,2103;
EPI_ISL_507991;589,1257;1255,589;
EPI_ISL_566612;146,74;74,148;784,785;1401,784;860,697;786,860;785,786;
EPI_ISL_507992;39,143;141,39;
EPI_ISL_440644;435,437;410,391;255,282;391,412;437,440;280,255;
EPI_ISL_440648;437,440;435,437;
EPI_ISL_623544;679,1300;1298,679;
EPI_ISL_566619;50,169;167,50;
EPI_ISL_566620;1547,1522;1522,1549;
EPI_ISL_566621;1987,1988;2082,1987;
EPI_ISL_440656;2038,1836;1836,2040;
EPI_ISL_440657;437,440;435,437;
EPI_ISL_566624;1526,1551;1549,1526;
EPI_ISL_566625;300,208;208,302;
EPI_ISL_623554;285,213;213,287;
EPI_ISL_623555;285,213;213,287;
EPI_ISL_508014;222,291;289,222;
EPI_ISL_440667;437,440;435,437;
EPI_ISL_623557;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_566632;1987,1988;2082,1987;
EPI_ISL_440668;437,440;435,437;
EPI_ISL_440670;437,440;435,437;
EPI_ISL_623560;1307,721;1962,1894;1963,2076;2073,1962;721,1309;1988,1848;1848,1860;1894,1963;
EPI_ISL_566637;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_440675;2090,1865;1865,1866;
EPI_ISL_566640;1228,643;295,235;643,1230;235,216;
EPI_ISL_623564;764,1104;1102,764;
EPI_ISL_566641;1547,1522;1522,1549;
EPI_ISL_623565;56,110;277,189;189,279;137,56;1988,1848;1848,1860;
EPI_ISL_508026;222,291;289,222;
EPI_ISL_623567;1866,1898;
EPI_ISL_566646;1228,643;295,235;643,1230;235,216;
EPI_ISL_566647;150,34;34,152;1898,2106;2079,1898;
EPI_ISL_566649;1228,643;295,235;643,1230;235,216;
EPI_ISL_623572;235,216;2060,1877;1988,1848;1848,1860;1877,2062;295,235;
EPI_ISL_623574;285,213;213,287;
EPI_ISL_440692;1983,1902;2053,1983;
EPI_ISL_566654;1988,1848;1848,1860;
EPI_ISL_623577;1533,1539;1504,1533;
EPI_ISL_440697;1600,1606;1604,1600;
EPI_ISL_623580;1159,714;714,1161;
EPI_ISL_623581;288,246;246,290;
EPI_ISL_566659;129,11;11,131;
EPI_ISL_623582;1547,1517;1517,1549;
EPI_ISL_440701;437,440;435,437;
EPI_ISL_623585;295,235;235,216;1988,1848;1848,1860;
EPI_ISL_440708;437,440;435,437;
EPI_ISL_440710;437,440;435,437;
EPI_ISL_566667;50,169;167,50;
EPI_ISL_440711;1810,1770;437,440;435,437;1770,1812;
EPI_ISL_566670;241,298;216,241;
EPI_ISL_440716;1548,1515;1515,1550;
EPI_ISL_623594;1450,1451;1448,1449;1451,1461;751,845;1449,1450;1343,751;1427,1438;
EPI_ISL_440722;437,440;435,437;
EPI_ISL_623596;1547,1517;1517,1549;
EPI_ISL_566677;643,1230;1228,643;
EPI_ISL_508064;222,291;289,222;
EPI_ISL_440724;2038,1836;1836,2040;
EPI_ISL_623598;288,246;246,290;
EPI_ISL_440725;437,440;435,437;
EPI_ISL_623599;1924,1860;1988,1924;
EPI_ISL_440726;437,440;435,437;
EPI_ISL_623600;288,246;246,290;
EPI_ISL_566681;643,1230;1228,643;
EPI_ISL_508069;1789,1814;1812,1789;
EPI_ISL_508072;1777,1814;1812,1777;
EPI_ISL_623606;1481,1497;1480,1481;
EPI_ISL_566688;643,1230;1228,643;
EPI_ISL_566689;679,1300;1298,679;
EPI_ISL_566690;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_566695;643,1230;1228,643;
EPI_ISL_623614;860,697;930,860;
EPI_ISL_440748;437,440;435,437;
EPI_ISL_566698;1988,1848;1848,1860;
EPI_ISL_440750;2038,1836;1836,2040;
EPI_ISL_623617;285,213;213,287;
EPI_ISL_440751;437,440;435,437;
EPI_ISL_566701;1987,1988;1150,966;966,1152;2082,1987;
EPI_ISL_623619;295,235;235,216;1988,1848;1848,1860;
EPI_ISL_440754;437,440;435,437;
EPI_ISL_566703;667,668;668,1252;
EPI_ISL_566705;288,246;246,290;
EPI_ISL_440759;2090,1865;1865,1866;
EPI_ISL_566707;1988,1848;1848,1860;
EPI_ISL_623624;56,110;277,189;189,279;137,56;1988,1848;1848,1860;
EPI_ISL_566708;288,246;246,290;
EPI_ISL_440761;437,440;435,437;
EPI_ISL_623626;1159,714;714,1161;
EPI_ISL_440763;2090,1865;1865,1866;
EPI_ISL_440764;2038,1836;1836,2040;
EPI_ISL_623628;56,110;277,189;189,279;137,56;1988,1848;1848,1860;
EPI_ISL_566712;288,246;246,290;
EPI_ISL_623629;285,213;213,287;
EPI_ISL_440766;1324,807;807,1326;
EPI_ISL_623630;1866,1898;
EPI_ISL_566714;347,363;361,347;
EPI_ISL_440768;2057,1915;1915,2059;
EPI_ISL_566715;1547,1522;1522,1549;
EPI_ISL_566716;288,246;246,290;
EPI_ISL_623634;1517,1549;1547,1517;1159,714;714,1161;
EPI_ISL_623636;1323,1033;1033,1325;
EPI_ISL_440782;2038,1836;1836,2040;
EPI_ISL_566730;679,1300;1298,679;
EPI_ISL_508123;1548,1515;1515,1550;
EPI_ISL_623645;295,235;235,216;1988,1848;1848,1860;
EPI_ISL_440790;437,440;435,437;
EPI_ISL_623646;285,213;1927,2031;2088,1927;213,287;
EPI_ISL_508125;437,440;435,437;
EPI_ISL_566733;50,169;167,50;
EPI_ISL_566734;643,1230;1228,643;
EPI_ISL_623648;1173,595;595,1175;
EPI_ISL_508128;146,74;74,148;
EPI_ISL_440794;437,440;435,437;
EPI_ISL_566736;241,298;216,241;
EPI_ISL_508130;1548,1515;1515,1550;
EPI_ISL_566737;288,246;246,290;
EPI_ISL_508131;1548,1515;1515,1550;
EPI_ISL_623651;295,235;235,216;1988,1848;1848,1860;
EPI_ISL_440797;437,440;435,437;
EPI_ISL_566739;1159,714;714,1161;
EPI_ISL_508133;1548,1515;1515,1550;
EPI_ISL_566740;288,246;246,290;
EPI_ISL_508135;437,440;435,437;
EPI_ISL_623654;887,1180;1178,887;
EPI_ISL_566743;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_508138;1548,1515;1515,1550;
EPI_ISL_440805;2043,1922;437,440;435,437;1922,2045;
EPI_ISL_566746;1990,2096;1374,1042;1042,1375;2094,1990;
EPI_ISL_623658;723,1266;1264,723;
EPI_ISL_623659;285,213;865,1405;697,865;213,287;
EPI_ISL_508143;1902,1841;1841,1982;1253,922;922,1255;
EPI_ISL_623660;285,213;213,287;
EPI_ISL_508144;1253,922;922,1255;
EPI_ISL_440810;437,440;435,437;
EPI_ISL_566750;295,235;235,216;1988,1848;1848,1860;
EPI_ISL_508145;1924,1860;1988,1924;
EPI_ISL_440811;437,440;435,437;
EPI_ISL_566751;50,169;162,85;85,164;1988,1848;1848,1860;167,50;
EPI_ISL_623663;285,213;213,287;
EPI_ISL_566755;764,1104;1102,764;
EPI_ISL_623667;285,213;865,1405;697,865;213,287;
EPI_ISL_623668;679,1300;1298,679;
EPI_ISL_566758;1547,1522;1522,1549;
EPI_ISL_566762;241,298;216,241;
EPI_ISL_508168;2076,2079;
EPI_ISL_623673;1228,643;295,235;643,1230;235,216;
EPI_ISL_566763;288,246;246,290;
EPI_ISL_508169;1548,1515;1515,1550;
EPI_ISL_566764;889,1069;1156,889;327,362;360,327;1943,2093;1866,1943;
EPI_ISL_623674;2041,1921;1921,2043;
EPI_ISL_623676;1517,1549;1547,1517;1159,714;714,1161;
EPI_ISL_566770;50,169;162,85;85,164;1988,1848;1848,1860;167,50;
EPI_ISL_623680;1517,1549;1547,1517;1159,714;714,1161;
EPI_ISL_566774;1987,1988;2082,1987;
EPI_ISL_508181;1847,2031;2088,1847;
EPI_ISL_623684;1988,1848;1848,1860;
EPI_ISL_623685;285,213;213,287;
EPI_ISL_623686;1547,1517;1517,1549;
EPI_ISL_623687;1533,1539;1504,1533;
EPI_ISL_623688;295,235;235,216;1988,1848;1848,1860;
EPI_ISL_508189;1548,1515;1515,1550;
EPI_ISL_508190;1548,1515;1515,1550;
EPI_ISL_566786;50,169;167,50;
EPI_ISL_566787;643,1230;1228,643;
EPI_ISL_440854;1199,1245;
EPI_ISL_508196;188,314;312,188;
EPI_ISL_508198;2092,1937;1937,2094;
EPI_ISL_508201;622,1405;697,622;
EPI_ISL_623699;1159,714;714,1161;
EPI_ISL_508203;1847,2031;2088,1847;
EPI_ISL_623702;285,213;213,287;
EPI_ISL_566797;1923,1999;1860,1923;
EPI_ISL_623703;134,101;101,136;
EPI_ISL_440866;288,246;246,290;
EPI_ISL_508207;1924,1860;1988,1924;
EPI_ISL_508208;1924,1860;1988,1924;
EPI_ISL_623707;1988,1848;1848,1860;
EPI_ISL_440872;288,246;246,290;
EPI_ISL_566802;1547,1522;1522,1549;
EPI_ISL_440873;1323,1033;1033,1325;
EPI_ISL_440875;1908,2065;2063,1908;
EPI_ISL_508215;1179,998;998,1181;
EPI_ISL_623710;285,213;1403,696;696,1404;213,287;
EPI_ISL_508216;1924,1860;1988,1924;
EPI_ISL_623711;1173,595;595,1175;
EPI_ISL_508218;129,11;11,131;
EPI_ISL_440879;288,246;246,290;
EPI_ISL_623714;285,213;213,287;
EPI_ISL_566811;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_623717;295,235;235,216;
EPI_ISL_623719;50,169;167,50;
EPI_ISL_508227;1924,1860;1988,1924;
EPI_ISL_566815;1990,2096;1944,1990;1866,1943;1943,1944;
EPI_ISL_566816;1697,1698;1698,1703;
EPI_ISL_566817;117,171;169,117;
EPI_ISL_508230;1547,1517;1517,1549;
EPI_ISL_566818;1547,1522;1522,1549;
EPI_ISL_623724;667,668;668,1252;
EPI_ISL_508233;679,1300;1298,679;
EPI_ISL_508234;1924,1860;1988,1924;
EPI_ISL_623727;1600,1606;1604,1600;
EPI_ISL_508240;1924,1860;1988,1924;
EPI_ISL_623731;1547,1517;1517,1549;
EPI_ISL_440903;1323,1033;1033,1325;
EPI_ISL_508241;1924,1860;1988,1924;
EPI_ISL_566829;146,74;74,148;
EPI_ISL_508242;1924,1860;1988,1924;
EPI_ISL_566831;300,208;208,302;
EPI_ISL_508243;1924,1860;1988,1924;
EPI_ISL_566832;288,246;246,290;
EPI_ISL_440908;1908,2065;2063,1908;
EPI_ISL_623735;285,213;213,287;
EPI_ISL_508245;1924,1860;1988,1924;
EPI_ISL_623736;1866,1898;
EPI_ISL_508246;1924,1860;1988,1924;
EPI_ISL_623737;285,213;213,287;
EPI_ISL_508247;1924,1860;1988,1924;
EPI_ISL_623738;1547,1522;1522,1549;
EPI_ISL_508248;1924,1860;1988,1924;
EPI_ISL_623739;845,846;846,1346;
EPI_ISL_508249;134,101;101,136;
EPI_ISL_566837;643,1230;1228,643;
EPI_ISL_508250;134,101;101,136;
EPI_ISL_566838;679,1300;1298,679;
EPI_ISL_623741;285,213;865,1405;697,865;213,287;
EPI_ISL_440916;1340,804;804,1342;
EPI_ISL_440917;1979,2084;2083,1979;
EPI_ISL_508254;1924,1860;1988,1924;
EPI_ISL_440923;1988,1932;1932,1860;
EPI_ISL_508259;1924,1860;1988,1924;
EPI_ISL_508260;875,611;611,1395;
EPI_ISL_566847;721,1309;1307,721;
EPI_ISL_440929;1908,2065;2063,1908;
EPI_ISL_508264;1924,1860;1988,1924;
EPI_ISL_623752;1123,982;134,101;982,1125;101,136;
EPI_ISL_623754;1106,1056;1056,1108;1932,1860;1988,1932;
EPI_ISL_566855;2040,1994;1994,2042;
EPI_ISL_440935;1908,2065;2063,1908;
EPI_ISL_508269;610,1112;1110,610;
EPI_ISL_566856;1990,2096;2094,1990;
EPI_ISL_623757;643,1230;1228,643;
EPI_ISL_508270;610,1112;1110,610;
EPI_ISL_440937;1988,1932;1932,1860;
EPI_ISL_566857;288,246;246,290;
EPI_ISL_623758;285,213;213,287;
EPI_ISL_623759;285,213;213,287;
EPI_ISL_440939;288,246;246,290;
EPI_ISL_623760;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_566861;146,74;74,148;784,785;1401,784;860,697;786,860;785,786;
EPI_ISL_440943;1988,1932;1932,1860;
EPI_ISL_566863;50,169;167,50;
EPI_ISL_566864;679,1300;1298,679;
EPI_ISL_440951;437,440;435,437;
EPI_ISL_623770;1547,1517;1517,1549;
EPI_ISL_623771;1866,1898;
EPI_ISL_440955;437,440;435,437;
EPI_ISL_508288;1533,1539;1504,1533;
EPI_ISL_566876;50,169;167,50;
EPI_ISL_508292;1548,1515;1515,1550;
EPI_ISL_623777;285,213;213,287;
EPI_ISL_623778;1106,1056;1056,1108;1932,1860;1988,1932;
EPI_ISL_508295;672,1391;1343,751;751,845;1389,672;
EPI_ISL_623779;50,169;167,50;
EPI_ISL_566880;1159,714;714,1161;
EPI_ISL_566881;679,1300;1298,679;
EPI_ISL_566883;288,246;246,290;
EPI_ISL_623784;1686,1649;1649,1688;
EPI_ISL_440970;437,440;435,437;
EPI_ISL_623785;285,213;213,287;
EPI_ISL_566886;288,246;246,290;
EPI_ISL_566887;679,1300;1298,679;
EPI_ISL_623787;1789,1814;1812,1789;
EPI_ISL_623788;285,213;213,287;
EPI_ISL_623790;1988,1848;1848,1860;
EPI_ISL_623791;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_440979;134,101;101,136;
EPI_ISL_623793;1442,1446;1440,1442;
EPI_ISL_566896;2057,1915;1915,2059;
EPI_ISL_623795;285,213;213,287;
EPI_ISL_508314;1548,1515;1515,1550;
EPI_ISL_440985;134,101;101,136;
EPI_ISL_623797;2041,1921;1921,2043;
EPI_ISL_566899;347,363;372,375;361,347;369,372;
EPI_ISL_440988;437,440;435,437;
EPI_ISL_623799;288,246;246,290;
EPI_ISL_566902;679,1300;1298,679;
EPI_ISL_623802;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_566904;1990,2096;1944,1990;1866,1943;1943,1944;
EPI_ISL_566905;295,235;235,216;
EPI_ISL_508325;1548,1515;1515,1550;
