strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing
hCoV-19/Australia/VIC271/2020	betacoronavirus	EPI_ISL_419964	?	2020-03-22	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29866	Human	51	Female	?	B.1	G	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC218/2020	betacoronavirus	EPI_ISL_419913	?	2020-03-20	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29865	Human	28	Female	?	B.40	V	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC237/2020	betacoronavirus	EPI_ISL_419932	?	2020-03-21	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29866	Human	49	Female	?	B.6	O	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC251/2020	betacoronavirus	EPI_ISL_419946	?	2020-03-21	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29899	Human	72	Male	?	B.6	O	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC268/2020	betacoronavirus	EPI_ISL_419961	?	2020-03-22	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29873	Human	21	Female	?	B.35	V	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC313/2020	betacoronavirus	EPI_ISL_420004	?	2020-03-24	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29865	Human	68	Male	?	B.4.5	O	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC322/2020	betacoronavirus	EPI_ISL_420013	?	2020-03-24	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29899	Human	29	Male	?	B.39	V	Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T., Schultz M., Sait, M., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC85/2020	betacoronavirus	EPI_ISL_419795	?	2020-03-15	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29881	Human	26	Male	?	A	S	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC89/2020	betacoronavirus	EPI_ISL_419800	?	2020-03-15	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29895	Human	51	Male	?	B.1	G	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC195/2020	betacoronavirus	EPI_ISL_419891	?	2020-03-19	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29893	Human	24	Female	?	B.1	G	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC231/2020	betacoronavirus	EPI_ISL_419926	?	2020-03-21	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29899	Human	85	Female	?	B.6	O	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC232/2020	betacoronavirus	EPI_ISL_419927	?	2020-03-21	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29865	Human	69	Male	?	A.2.2	S	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC283/2020	betacoronavirus	EPI_ISL_419974	?	2020-03-22	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29902	Human	52	Female	?	B.1	G	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC21/2020	betacoronavirus	EPI_ISL_419740	?	2020-03-09	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29899	Human	51	Female	?	B.40	V	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC36/2020	betacoronavirus	EPI_ISL_419765	?	2020-03-10	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29885	Human	29	Male	?	B	V	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC77/2020	betacoronavirus	EPI_ISL_419789	?	2020-03-14	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29873	Human	61	Male	?	A	S	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC41/2020	betacoronavirus	EPI_ISL_419760	?	2020-03-11	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29899	Human	54	Male	?	A.1	S	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC80/2020	betacoronavirus	EPI_ISL_419792	?	2020-03-14	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29865	Human	32	Female	?	B.61	V	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC87/2020	betacoronavirus	EPI_ISL_419797	?	2020-03-15	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29900	Human	48	Male	?	B.40	V	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC88/2020	betacoronavirus	EPI_ISL_419798	?	2020-03-15	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29899	Human	50	Female	?	B.40	V	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC100/2020	betacoronavirus	EPI_ISL_419812	?	2020-03-16	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29865	Human	53	Female	?	A	S	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC152/2020	betacoronavirus	EPI_ISL_419849	?	2020-03-17	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29887	Human	23	Male	?	B	V	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC144/2020	betacoronavirus	EPI_ISL_419841	?	2020-03-17	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29865	Human	27	Female	?	B.1.1	GR	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC161/2020	betacoronavirus	EPI_ISL_419858	?	2020-03-18	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29866	Human	39	Male	?	B.1.1.71	GR	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC176/2020	betacoronavirus	EPI_ISL_419873	?	2020-03-18	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29897	Human	62	Male	?	B.31	V	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC186/2020	betacoronavirus	EPI_ISL_419882	?	2020-03-19	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29893	Human	21	Male	?	B.40	V	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC201/2020	betacoronavirus	EPI_ISL_419896	?	2020-03-19	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29865	Human	27	Male	?	B.1	GH	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC215/2020	betacoronavirus	EPI_ISL_419910	?	2020-03-20	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29875	Human	48	unknown	?	A	S	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC262/2020	betacoronavirus	EPI_ISL_419955	?	2020-03-21	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29865	Human	27	Female	?	B.4.5	O	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC290/2020	betacoronavirus	EPI_ISL_419981	?	2020-03-22	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29853	Human	58	Female	?	B.31	V	Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T., Schultz M., Sait, M., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC277/2020	betacoronavirus	EPI_ISL_419970	?	2020-03-22	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29901	Human	58	Female	?	A.2.2	S	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC304/2020	betacoronavirus	EPI_ISL_419995	?	2020-03-23	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29899	Human	69	Female	?	A.2.2	S	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L., Seemann T., Sait, M., Schultz M., Druce J., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/Australia/VIC325/2020	betacoronavirus	EPI_ISL_420016	?	2020-03-24	Oceania	Australia	Victoria		Oceania	Australia	Victoria	genome	29865	Human	29	Male	?	B.31	V	Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T., Schultz M., Sait, M., Sherry, N.	https://www.gisaid.org/	?	?	2020-04-03	?
hCoV-19/USA/CA-SCCPHD-UC14/2020	betacoronavirus	EPI_ISL_417318	?	2020-02-29	North America	USA	California	Santa Clara County	North America	USA	California	genome	29903	Human	unknown	unknown	?	B	L	Santa Clara County Public Health Department	Chiu Laboratory, University of California, San Francisco	Xianding Deng, Scot Federman, Wei Gu, Elsa Villarino, Brandon Bonin, Debra A. Wadford, and Charles Y. Chiu	https://www.gisaid.org/	?	?	2020-03-25	?
hCoV-19/Singapore/23/2020	betacoronavirus	EPI_ISL_420100	?	2020-03-02	Asia	Singapore			Asia	Singapore		genome	29459	Human	35	Male	?	B	S	National Centre for Infectious Diseases	Programme in Emerging Infectious Diseases, Duke-NUS Medical School	Danielle E Anderson, Martin Linster, Yan Zhuang, Jayanthi Jayakumar, David CB Lye, Yee Sin Leo, Barnaby E Young, Yvonne CF Su, Gavin JD Smith	https://www.gisaid.org/	?	?	2020-04-05	?
hCoV-19/Iceland/198/2020	betacoronavirus	EPI_ISL_417823	?	2020-03-16	Europe	Iceland	Reykjavik		Europe	Iceland	Reykjavik	genome	29836	Human	31	Female	?	B.1.8	G	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson	https://www.gisaid.org/	?	?	2020-03-27	?
hCoV-19/Iceland/151/2020	betacoronavirus	EPI_ISL_417801	?	2020-03-13	Europe	Iceland	Reykjavik		Europe	Iceland	Reykjavik	genome	29836	Human	18	Male	?	B	V	The National University Hospital of Iceland	deCODE genetics	Daniel F Gudbjartsson; Agnar Helgason; Hakon Jonsson; Olafur T Magnusson; Pall Melsted; Gudmundur L Norddahl; Jona Saemundsdottir; Asgeir Sigurdsson; Patrick Sulem; Arna B Agustsdottir; Berglind Eiriksdottir; Run Fridriksdottir; Elisabet E Gardarsdottir; Gudmundur Georgsson; Olafia S Gretarsdottir; Kjartan R Gudmundsson; Thora R Gunnarsdottir; Arnaldur Gylfason; Hilma Holm; Brynjar O Jensson; Aslaug Jonasdottir; Kamilla S Josefsdottir; Thordur Kristjansson; Droplaug N Magnusdottir; Louise le Roux; Gudrun Sigmundsdottir; Gardar Sveinbjornsson; Kristin E Sveinsdottir; Maney Sveinsdottir; Emil A Thorarensen; Bjarni Thorbjornsson; Gisli Masson; Ingileif Jonsdottir; Alma Moller; Thorolfur Gudnason; Karl G Kristinsson; Unnur Thorsteinsdottir; Kari Stefansson	https://www.gisaid.org/	?	?	2020-03-27	?
hCoV-19/USA/OR-CDC-03066372-001/2020	betacoronavirus	EPI_ISL_420794	?	2020-03-01	North America	USA	Oregon		North America	USA	Oregon	genome	29882	Human	40	Female	?	B	V	Oregon State Public Health- Virology section	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Ying Tao, Jing Zhang, Anne Uehara, Clinton R. Paden, Haibin Wang, Rachel Marine, Mary S. Keckler, Alison S. Laufer Halpin, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Suxiang Tong	https://www.gisaid.org/	?	?	2020-04-06	?
hCoV-19/SouthKorea/un-CDC-03065362-001/2020	betacoronavirus	EPI_ISL_420799	?	2020-02-27	Asia	South Korea			Asia	South Korea		genome	29882	Human	23	Male	?	B.41	V	Brian D. Allgood Army Community Hospital	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen, Yan Li, Ying Tao, Jing Zhang, Anne Uehara, Clinton R. Paden, Haibin Wang, Rachel Marine, Mary S. Keckler, Alison S. Laufer Halpin, Jasmine Padilla, Justin Lee, Christopher A. Elkins, Suxiang Tong	https://www.gisaid.org/	?	?	2020-04-06	?
hCoV-19/England/20102073303/2020	betacoronavirus	EPI_ISL_417214	?	2020-03-02	Europe	United Kingdom	England		Europe	United Kingdom	England	genome	29852	Human	47	Male	?	B.1	G	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon	https://www.gisaid.org/	?	?	2020-03-25	?
